year,price,mileage,tax,mpg,engineSize,car_age,mileage_per_year,fuel_efficiency_per_engine_size,model_ I20,model_ Tucson,model_ I10,model_ IX35,model_ I30,model_ I40,model_ Ioniq,model_ Kona,model_ Veloster,model_ I800,model_ IX20,model_ Santa Fe,model_ Accent,model_ Terracan,model_ Getz,model_ Amica,transmission_Manual,transmission_Automatic,transmission_Semi-Auto,transmission_Other,fuelType_Petrol,fuelType_Diesel,fuelType_Hybrid,fuelType_Other
2015,8490,28737,145,48.7,1.4,9,3193.0,34.78571428571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,10995,23043,200,47.1,1.7,9,2560.3333333333335,27.705882352941178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,14490,18856,30,61.7,1.7,7,2693.714285714286,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,7500,13088,30,57.7,1.2,7,1869.7142857142858,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,8750,9934,145,57.7,1.2,6,1655.6666666666667,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,8750,9151,145,57.7,1.2,6,1525.1666666666667,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,19000,14593,145,34.9,1.6,5,2918.6,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,11500,11651,145,74.3,1.6,6,1941.8333333333333,46.43749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2014,6000,21029,30,57.6,1.2,10,2102.9,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,16750,26393,125,58.9,2.0,7,3770.4285714285716,29.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,16000,9952,145,54.3,2.0,8,1244.0,27.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,12490,24230,160,44.8,1.6,7,3461.4285714285716,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,17790,10236,200,47.1,2.2,8,1279.5,21.409090909090907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2018,9000,7727,145,60.1,1.0,6,1287.8333333333333,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,9750,12884,150,46.3,1.2,5,2576.8,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,9250,11005,150,57.6,1.2,5,2201.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,11000,10429,150,56.5,1.0,6,1738.1666666666667,56.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,5495,47961,30,64.2,1.6,10,4796.1,40.125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,9495,12936,125,50.4,1.4,8,1617.0,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,8495,17630,20,62.8,1.0,7,2518.5714285714284,62.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,7490,13678,145,60.1,1.0,6,2279.6666666666665,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,4990,45278,20,60.1,1.0,9,5030.888888888889,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,5790,26570,20,60.1,1.0,7,3795.714285714286,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,9490,4222,145,46.3,1.2,6,703.6666666666666,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,12990,26573,30,61.7,1.7,8,3321.625,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,14690,32157,145,44.1,1.0,6,5359.5,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,14490,39573,200,47.1,2.0,8,4946.625,23.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,10290,19825,160,43.5,1.6,7,2832.1428571428573,27.1875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2019,8995,3066,145,60.1,1.0,5,613.2,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,8250,7808,30,57.7,1.2,7,1115.4285714285713,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,9750,15728,165,43.5,1.6,8,1966.0,27.1875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2018,8000,9533,150,60.1,1.0,6,1588.8333333333333,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,23500,4479,150,35.8,1.6,5,895.8,22.374999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,8500,41778,150,53.3,1.7,10,4177.8,31.352941176470587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,11995,4650,145,56.5,1.0,6,775.0,56.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,18491,34284,200,47.1,2.2,8,4285.5,21.409090909090907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2017,9795,31128,145,43.5,1.6,7,4446.857142857143,27.1875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2019,16495,4459,145,44.1,1.0,5,891.8,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,23995,1636,145,34.0,2.0,5,327.2,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,6995,22539,145,60.1,1.0,6,3756.5,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,16895,4967,135,78.5,1.6,5,993.4,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,7495,10560,145,60.1,1.0,5,2112.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,7495,6393,145,60.1,1.0,6,1065.5,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,7295,10500,145,60.1,1.0,7,1500.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,8995,36681,145,47.9,1.2,7,5240.142857142857,39.916666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,16995,6918,135,78.5,1.6,5,1383.6,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,15995,11133,145,34.9,1.6,5,2226.6,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,12995,25329,30,61.7,1.7,8,3166.125,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,9795,10279,145,50.4,1.4,7,1468.4285714285713,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,16495,11695,145,34.9,1.6,5,2339.0,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,35995,2265,145,39.2,2.2,5,453.0,17.818181818181817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2019,20990,16,145,37.7,1.6,5,3.2,23.5625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,6295,30195,145,60.1,1.0,7,4313.571428571428,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,19995,10385,145,34.9,1.6,5,2077.0,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,10995,11249,30,56.5,1.0,7,1607.0,56.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,8495,31564,145,47.9,1.2,7,4509.142857142857,39.916666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,14495,37902,145,37.7,2.5,6,6317.0,15.080000000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,19495,4328,135,78.5,1.6,5,865.6,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,17995,4454,135,78.5,1.6,5,890.8,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018,17995,2191,150,39.8,1.6,6,365.1666666666667,24.874999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,12991,10320,30,61.7,1.7,7,1474.2857142857142,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,16040,38183,145,57.7,1.7,6,6363.833333333333,33.94117647058824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,10999,18539,145,78.4,1.6,7,2648.4285714285716,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,8999,53878,20,72.4,1.6,8,6734.75,45.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,32750,4995,145,39.8,2.2,5,999.0,18.090909090909086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2018,14995,10465,145,44.8,1.6,6,1744.1666666666667,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,13992,39010,145,37.7,2.5,6,6501.666666666667,15.080000000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,14777,29100,300,37.7,2.5,7,4157.142857142857,15.080000000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2015,11050,26499,30,61.7,1.7,9,2944.3333333333335,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,14995,18423,145,34.9,1.6,6,3070.5,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,16995,76,145,44.1,1.0,6,12.666666666666666,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,16995,8359,145,34.9,1.6,5,1671.8,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9995,23372,20,62.8,1.0,7,3338.8571428571427,62.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,22995,2361,145,48.7,1.6,5,472.2,30.4375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019,16995,2511,145,42.2,1.4,5,502.2,30.142857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,23995,7865,135,78.5,1.6,5,1573.0,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,8995,2198,145,60.1,1.0,5,439.6,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,8295,10224,145,57.7,1.2,6,1704.0,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,8995,29900,20,72.4,1.6,9,3322.222222222222,45.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,13995,13330,30,61.7,1.7,7,1904.2857142857142,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,11990,15882,150,52.3,1.4,7,2268.8571428571427,37.357142857142854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,14500,14427,150,44.8,1.6,6,2404.5,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,10200,9748,145,46.3,1.2,5,1949.6,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,15991,34755,125,57.6,1.7,7,4965.0,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,14420,28979,125,57.6,1.7,7,4139.857142857143,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2014,5794,18724,20,60.1,1.0,10,1872.4,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,7776,47232,200,48.7,2.0,11,4293.818181818182,24.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,18200,9545,150,39.8,1.6,6,1590.8333333333333,24.874999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,6950,33000,145,57.7,1.2,7,4714.285714285715,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9750,12689,145,50.4,1.4,7,1812.7142857142858,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,18995,15927,145,28.0,2.5,5,3185.4,11.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2018,10575,17774,145,56.5,1.0,6,2962.3333333333335,56.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,17350,16500,145,36.2,1.6,6,2750.0,22.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016,6250,17497,20,61.4,1.0,8,2187.125,61.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,15490,28354,150,46.3,2.0,7,4050.5714285714284,23.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,6990,46164,20,68.9,1.4,8,5770.5,49.21428571428572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,14490,19793,145,52.3,1.0,6,3298.8333333333335,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9990,20677,145,58.9,1.0,7,2953.8571428571427,58.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,14990,12492,150,44.8,1.6,6,2082.0,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,14990,12720,150,44.8,1.6,6,2120.0,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,14500,13934,150,44.8,1.6,6,2322.3333333333335,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,14600,15139,150,44.1,1.0,5,3027.8,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,16990,12306,140,78.5,1.6,6,2051.0,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2020,8990,2000,145,60.1,1.0,4,500.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,8290,2738,145,60.1,1.0,5,547.6,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,18490,29225,150,34.0,2.0,6,4870.833333333333,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,16990,5000,145,34.9,1.6,5,1000.0,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,8450,12668,145,57.7,1.2,6,2111.3333333333335,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,15990,34605,145,28.0,2.5,6,5767.5,11.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,9490,6380,145,50.4,1.4,7,911.4285714285714,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,17490,3750,145,42.2,1.4,5,750.0,30.142857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,19490,2450,145,53.3,1.6,5,490.0,33.31249999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019,12490,3850,145,37.2,1.6,5,770.0,23.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,18290,11446,145,42.2,1.6,6,1907.6666666666667,26.375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,22990,10,145,37.7,1.6,5,2.0,23.5625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,24990,3000,145,34.0,2.0,5,600.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,36990,2199,145,39.2,2.2,5,439.8,17.818181818181817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2019,8990,3000,145,49.6,1.0,5,600.0,49.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,11490,52549,30,61.7,1.7,8,6568.625,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,15990,43362,125,57.6,1.7,8,5420.25,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019,17500,15644,150,36.2,1.6,5,3128.8,22.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,16995,19,145,44.1,1.0,6,3.1666666666666665,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9390,14962,145,64.2,1.6,7,2137.4285714285716,40.125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,6490,30193,145,60.1,1.0,7,4313.285714285715,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,7250,23552,30,57.6,1.2,8,2944.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,29990,9993,145,42.8,2.2,5,1998.6,19.454545454545453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2018,12490,10452,145,44.1,1.0,6,1742.0,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,13490,24239,145,52.3,1.0,6,4039.8333333333335,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,12790,18984,145,52.3,1.0,6,3164.0,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,15790,17970,150,34.9,1.6,5,3594.0,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,9200,29700,150,47.9,1.2,6,4950.0,39.916666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,9890,14925,145,46.3,1.2,5,2985.0,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,18799,11165,135,78.5,1.6,6,1860.8333333333333,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018,7890,4500,145,60.1,1.0,6,750.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,17500,13136,150,36.2,1.6,5,2627.2,22.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,10990,11435,150,46.3,1.2,5,2287.0,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,17495,19,145,44.1,1.0,6,3.1666666666666665,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,18899,23679,150,47.1,2.0,7,3382.714285714286,23.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,15730,9191,125,57.6,1.7,7,1313.0,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2016,8417,26199,145,48.7,1.4,8,3274.875,34.78571428571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13095,26596,145,44.8,1.6,7,3799.4285714285716,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,10733,38366,145,56.5,1.0,6,6394.333333333333,56.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13700,33110,30,61.7,1.7,7,4730.0,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,11990,16570,150,52.3,1.4,7,2367.1428571428573,37.357142857142854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,18990,508,145,48.7,1.6,5,101.6,30.4375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,20490,4011,145,47.1,1.6,5,802.2,29.4375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019,8990,1222,145,49.6,1.0,5,244.4,49.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,18990,10167,145,42.2,1.6,6,1694.5,26.375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,6990,38186,30,64.2,1.6,8,4773.25,40.125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,14990,12964,150,44.8,1.6,6,2160.6666666666665,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,22000,5000,150,36.2,1.6,5,1000.0,22.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020,14990,3500,150,44.1,1.0,4,875.0,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,14800,5357,150,44.1,1.0,6,892.8333333333334,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,16990,10309,150,35.3,1.6,6,1718.1666666666667,22.062499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,14795,29000,150,61.4,1.7,7,4142.857142857143,36.11764705882353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,11995,19000,145,51.4,1.4,7,2714.285714285714,36.714285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,9295,7000,145,60.1,1.0,5,1400.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,20990,8045,145,51.4,1.6,5,1609.0,32.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019,17490,8009,145,34.9,1.6,5,1601.8,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,15990,7842,145,44.1,1.0,5,1568.4,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,15799,11958,145,34.9,1.6,5,2391.6,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,17699,9337,135,78.5,1.6,5,1867.4,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,6699,18600,30,57.6,1.2,7,2657.1428571428573,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,13750,358,145,49.6,1.0,5,71.6,49.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2017,14499,15679,145,61.7,1.7,7,2239.8571428571427,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,16699,33943,145,28.0,2.5,6,5657.166666666667,11.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,17899,8256,125,58.9,2.0,7,1179.4285714285713,29.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,17490,17452,150,36.2,1.6,5,3490.4,22.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,8995,25968,150,47.9,1.2,6,4328.0,39.916666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
