year,price,mileage,tax,mpg,engineSize,car_age,mileage_per_year,fuel_efficiency_per_engine_size,model_ I20,model_ Tucson,model_ I10,model_ IX35,model_ I30,model_ I40,model_ Ioniq,model_ Kona,model_ Veloster,model_ I800,model_ IX20,model_ Santa Fe,model_ Accent,model_ Terracan,model_ Getz,model_ Amica,transmission_Manual,transmission_Automatic,transmission_Semi-Auto,transmission_Other,fuelType_Petrol,fuelType_Diesel,fuelType_Hybrid,fuelType_Other
2018,16995,32672,145,28.0,2.5,6,5445.333333333333,11.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2018,16995,9192,135,78.5,1.6,6,1532.0,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2018,10950,38687,145,52.3,1.4,6,6447.833333333333,37.357142857142854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,8995,11086,30,57.7,1.2,7,1583.7142857142858,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,15995,42812,235,42.2,2.2,8,5351.5,19.18181818181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2020,24495,2500,145,36.2,1.6,4,625.0,22.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,17870,6467,135,78.5,1.6,7,923.8571428571429,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,11980,20401,145,52.3,1.0,7,2914.4285714285716,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,14680,8550,145,44.1,1.0,5,1710.0,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,8970,10248,145,58.9,1.2,6,1708.0,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,11670,2928,145,47.9,1.0,5,585.6,47.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,16970,13789,135,78.5,1.6,7,1969.857142857143,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,9770,17401,145,57.6,1.2,5,3480.2,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,7970,12552,30,57.6,1.2,8,1569.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,12495,2100,145,56.5,1.0,4,525.0,56.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,11455,10014,145,56.5,1.0,6,1669.0,56.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,16498,7192,140,78.5,1.6,5,1438.4,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,15998,5060,125,57.6,1.7,7,722.8571428571429,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019,17270,5931,135,78.5,1.6,5,1186.2,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,7970,10916,30,56.5,1.2,8,1364.5,47.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,18570,961,135,78.5,1.6,5,192.2,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2020,20970,1000,145,44.1,1.0,4,250.0,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,35495,25,145,39.8,2.2,5,5.0,18.090909090909086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2017,9670,7609,145,50.4,1.4,7,1087.0,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,13495,17103,30,61.7,1.7,8,2137.875,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,6970,18044,145,60.1,1.0,7,2577.714285714286,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,7870,30314,145,58.9,1.2,7,4330.571428571428,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,8980,12185,145,55.4,1.2,6,2030.8333333333333,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,21780,4489,135,62.8,1.6,5,897.8,39.24999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,25980,5792,145,50.4,1.6,5,1158.4,31.499999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018,8280,5685,145,60.1,1.0,6,947.5,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,5580,31575,30,57.6,1.2,10,3157.5,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,12980,1298,145,46.3,1.2,4,324.5,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,13495,29248,135,78.5,1.6,6,4874.666666666667,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,15995,36238,150,54.3,2.0,8,4529.75,27.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,14550,9870,145,68.9,1.6,6,1645.0,43.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019,32570,9923,145,39.2,2.2,5,1984.6,17.818181818181817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2019,24970,1500,145,34.0,2.0,5,300.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,13495,1600,145,53.3,1.0,4,400.0,53.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,6980,31163,30,55.4,1.2,8,3895.375,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,7698,3655,150,60.1,1.0,5,731.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,11998,24049,150,61.7,1.7,7,3435.5714285714284,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2015,6995,18374,30,57.6,1.2,9,2041.5555555555557,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,9195,2323,145,49.6,1.0,5,464.6,49.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,31995,9176,145,39.2,2.2,6,1529.3333333333333,17.818181818181817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2016,7175,26543,30,55.4,1.2,8,3317.875,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,6999,55472,145,53.3,1.7,11,5042.909090909091,31.352941176470587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,11298,17704,150,56.5,1.0,6,2950.6666666666665,56.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,15698,16768,125,57.6,1.7,7,2395.4285714285716,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2018,12498,17789,145,52.3,1.0,6,2964.8333333333335,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,15498,14231,145,34.9,1.6,5,2846.2,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13498,21025,30,61.7,1.7,7,3003.5714285714284,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,11823,46601,30,61.7,1.7,8,5825.125,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,6000,47176,0,76.3,1.6,11,4288.727272727273,47.68749999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,15970,8601,135,78.5,1.6,5,1720.2,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,12470,22300,150,74.3,1.0,7,3185.714285714286,74.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,14470,20490,150,44.1,1.0,5,4098.0,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,10350,10612,150,50.4,1.4,6,1768.6666666666667,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,7998,19625,145,57.7,1.2,7,2803.5714285714284,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,10995,54411,30,61.7,1.7,9,6045.666666666667,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2015,7298,59040,0,78.4,1.6,9,6560.0,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,15498,14376,125,57.6,1.7,7,2053.714285714286,33.88235294117647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2018,16780,33530,145,39.8,1.6,6,5588.333333333333,24.874999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020,25280,2083,135,52.3,1.6,4,520.75,32.68749999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,22680,4868,135,62.8,1.6,5,973.6,39.24999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,15780,22293,0,78.5,1.6,7,3184.714285714286,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2020,25180,978,145,35.8,1.6,4,244.5,22.374999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,25980,1298,145,50.4,1.6,4,324.5,31.499999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2020,25280,2148,145,34.0,2.0,4,537.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13791,50313,125,58.9,2.0,7,7187.571428571428,29.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,16980,2180,145,42.2,1.4,5,436.0,30.142857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,20842,21588,145,47.1,2.2,6,3598.0,21.409090909090907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2017,13698,15040,145,61.7,1.7,7,2148.5714285714284,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,5998,26753,20,60.1,1.0,8,3344.125,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,5698,31037,20,60.1,1.0,7,4433.857142857143,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13488,17845,145,51.4,1.4,7,2549.285714285714,36.714285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,6995,36188,30,57.6,1.2,9,4020.8888888888887,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,10495,39661,265,41.5,2.0,9,4406.777777777777,20.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,8470,21941,125,50.4,1.4,8,2742.625,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,5995,15566,145,45.6,1.4,11,1415.090909090909,32.57142857142858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,7795,16609,30,57.7,1.2,7,2372.714285714286,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,13995,3000,145,56.5,1.0,4,750.0,56.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,14995,1000,145,53.3,1.0,4,250.0,53.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,14995,1502,145,49.6,2.0,6,250.33333333333334,24.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,9795,42310,20,72.4,1.6,8,5288.75,45.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,6495,25026,20,61.4,1.0,8,3128.25,61.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,8995,12335,30,56.5,1.2,8,1541.875,47.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,16495,19096,0,78.5,1.6,7,2728.0,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018,14995,15371,145,52.3,1.0,6,2561.8333333333335,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,6995,41607,30,58.9,1.2,8,5200.875,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,8470,9586,145,60.1,1.0,5,1917.2,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,8670,8875,145,57.6,1.2,5,1775.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,21995,1541,145,35.3,1.6,5,308.2,22.062499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,15995,1442,145,44.1,1.0,5,288.4,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,21995,5981,145,34.9,1.6,5,1196.2,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,17995,1000,145,41.5,1.4,5,200.0,29.642857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,13995,1000,145,46.3,1.2,5,200.0,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,11995,17200,200,47.1,1.7,9,1911.111111111111,27.705882352941178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2016,8795,8598,30,55.4,1.2,8,1074.75,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,8995,18916,145,58.9,1.2,7,2702.285714285714,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,9470,10292,145,57.6,1.2,5,2058.4,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,8970,9290,145,57.6,1.2,5,1858.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,10970,7811,145,46.3,1.2,5,1562.2,38.583333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,13470,13209,150,68.9,1.6,6,2201.5,43.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019,23970,20,150,34.0,2.0,5,4.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,20970,20,150,34.9,2.0,5,4.0,17.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,19470,39589,240,42.8,2.2,7,5655.571428571428,19.454545454545453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2017,11470,16844,150,51.4,1.4,7,2406.285714285714,36.714285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,22970,100,145,37.7,1.6,5,20.0,23.5625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,14970,10354,145,44.8,1.6,6,1725.6666666666667,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,22970,6000,135,62.8,1.6,5,1200.0,39.24999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,8470,9932,145,60.1,1.0,5,1986.4,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,7470,15061,30,57.7,1.2,7,2151.5714285714284,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,15970,19179,30,61.4,1.7,7,2739.8571428571427,36.11764705882353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2015,7995,19800,30,55.4,1.2,9,2200.0,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,7995,19935,30,55.4,1.2,9,2215.0,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,6250,23869,20,60.1,1.0,9,2652.1111111111113,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,8470,5713,145,60.1,1.0,6,952.1666666666666,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,9970,11938,145,57.6,1.2,5,2387.6,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,8970,10871,145,60.1,1.0,5,2174.2,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,7470,6955,145,60.1,1.0,7,993.5714285714286,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,10470,8639,145,57.6,1.2,5,1727.8,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,16470,39979,200,47.1,2.2,8,4997.375,21.409090909090907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2018,18970,14886,135,256.8,1.6,6,2481.0,160.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018,13470,6726,145,68.9,1.6,6,1121.0,43.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,18670,41109,200,47.1,2.2,7,5872.714285714285,21.409090909090907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2019,19970,8837,135,78.5,1.6,5,1767.4,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,15470,13751,145,61.7,1.7,7,1964.4285714285713,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,9970,11782,145,57.6,1.2,5,2356.4,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,15470,14673,0,78.5,1.6,7,2096.1428571428573,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2015,7995,16533,30,55.4,1.2,9,1837.0,46.166666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,15495,2259,145,37.2,1.6,6,376.5,23.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,11495,500,145,60.1,1.0,5,100.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,5495,30252,30,57.6,1.2,11,2750.181818181818,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,5895,30950,30,57.6,1.2,10,3095.0,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,7995,67648,145,54.3,1.7,9,7516.444444444444,31.941176470588236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,11490,25833,145,50.4,1.4,6,4305.5,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,13280,22138,145,61.7,1.7,7,3162.5714285714284,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,15980,14585,140,78.5,1.6,6,2430.8333333333335,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2015,11990,72712,125,58.9,2.0,9,8079.111111111111,29.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,9298,23857,0,78.4,1.6,8,2982.125,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,8698,81050,160,44.8,1.6,8,10131.25,27.999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,13798,42252,205,47.9,2.0,8,5281.5,23.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019,8970,11544,145,57.6,1.2,5,2308.8,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,7970,25969,125,50.4,1.4,8,3246.125,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,13970,7178,145,44.1,1.0,5,1435.6,44.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,8270,8835,145,60.1,1.0,5,1767.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,9499,18539,145,78.4,1.6,7,2648.4285714285716,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,6900,31534,145,57.7,1.2,7,4504.857142857143,48.083333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,8050,27815,125,50.4,1.4,8,3476.875,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,8991,40096,145,54.3,1.7,9,4455.111111111111,31.941176470588236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,15838,33389,145,31.7,2.5,6,5564.833333333333,12.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,17782,12037,145,39.8,1.6,6,2006.1666666666667,24.874999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,12450,27145,145,65.7,1.7,7,3877.8571428571427,38.64705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,15280,29746,145,31.7,2.5,6,4957.666666666667,12.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2019,17480,2244,145,42.2,1.4,5,448.8,30.142857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,7125,28890,145,60.1,1.0,6,4815.0,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,7180,29157,145,60.1,1.0,6,4859.5,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,17480,5047,135,78.5,1.6,5,1009.4,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2018,13980,12085,145,61.7,1.7,6,2014.1666666666667,36.294117647058826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2017,8780,15956,145,50.4,1.4,7,2279.4285714285716,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,22880,6996,145,34.0,2.0,5,1399.2,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,6780,30346,145,60.1,1.0,7,4335.142857142857,60.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,15280,9606,145,34.9,1.6,6,1601.0,21.812499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,26000,1451,145,47.9,1.6,4,362.75,29.937499999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017,7180,37500,30,58.9,1.2,7,5357.142857142857,49.083333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019,22000,18,145,37.7,1.6,5,3.6,23.5625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,11180,31731,30,65.7,1.7,8,3966.375,38.64705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020,23480,3100,145,36.2,1.6,4,775.0,22.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,18480,14031,135,78.5,1.6,5,2806.2,49.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
